Index,Peak Name,Group,P1,P1,P1,P2,P2,P2,P3,P3,P3,P4,P4,P4,P5,P5,P5,P6,P6,P7,P7,P8,P8,P8,P9,P9,P9,P10,P10,P10,P11,P11,P11,C1,C1,C1,C2,C2,C2,C3,C3,C3,C4,C4,C4,C5,C5,C5,C6,C6,C6,C7,C7,C7,C8,C8,C8,C9,C9,C9
1824,gi|215277017,tyrosine-protein phosphatase non-receptor type 18 isoform 2 [Homo sapiens],65218.1293149249,70657.0601390151,31575.4192276202,72382.9694829917,77850.2364600887,81957.0020638021,98842.271048686,95091.2779973392,102006.721405214,111306.807481642,115544.784833045,117739.470129263,122164.725815752,159766.496719285,161137.480513555,300452.857746086,106738.200811864,83049.0742563078,101756.064459136,105699.985528501,95563.2542109527,89817.6839016579,103453.819920358,115971.53949742,125663.374143127,96108.496949207,106372.025606925,104047.658802027,44088.8809067466,61914.9793679341,64324.356904247,108132.135930375,100327.827669065,106894.0935027,197237.547579906,209397.134080195,199463.408251683,97254.863641263,106830.197532235,110408.151203821,83628.6103402224,76212.5181641917,88016.710317251,63892.4955265253,78596.728544336,66440.5866327012,123847.805858152,97887.6279933491,96322.6556866495,72528.5636572463,77766.9915582047,67053.8220926322,45758.7313758445,53027.9976988935,31949.7454993212,146108.040231775,145453.333427599,144697.218836731
1825,gi|507834126,ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 3 [Homo sapiens],9282.53163002606,2433.79069987549,2989.3132241166,10662.112213823,9544.98947024933,5823.87943503036,1794.7088363073,3044.81867229149,4488.8709446108,4247.75966878297,3662.12391652929,5591.13804331051,12828.6020636682,8335.41984150978,4533.09145455051,25105.9950186309,18021.5177638222,10043.9572958063,5137.49358784319,11437.636858698,5700.09078262557,8482.57894230808,8069.7512914003,1836.31827234364,4412.62317302424,5805.18290171633,6939.59850170294,7181.82024954637,3657.35393834928,3685.57572604909,3941.77612033206,4947.27392873983,2260.42809713664,1610.81051167033,1769.05327377546,3413.9004477854,3796.95564058331,2889.56615375709,5294.73140944385,2664.02563270042,973.936504187553,2881.75866852651,1767.32305048363,2152.01501523578,2024.73186817681,8249.78167291869,4725.22039202389,8498.43903107616,5623.67732448845,3084.15491092424,7200.53337423055,7454.59642472616,5781.89849388305,2023.40486031222,1717.8138448378,1510.84691203946,1540.33104898897,2460.22393104195
1826,gi|213417820,N-acylglucosamine 2-epimerase [Homo sapiens],53338.2892554822,35818.0134769152,34276.6575797198,91802.7299048486,102972.169168924,70387.7525200131,117287.847776059,117643.708703085,125553.383139778,78745.7931667104,95049.7268963164,98628.9426595224,137882.459570659,146100.505645452,152972.498902113,23982.1408582927,97591.0144215614,33292.3017741398,12886.154086384,85980.2839560079,72785.2053690316,89747.7282798467,29478.278944713,31066.9162458275,6465.28783583639,67386.4845269203,69346.9856376194,63088.6825593528,54758.3854705463,58271.6846399137,55736.8182200545,38051.9443859688,51882.2534444686,52184.1702986029,58294.0026825906,66878.6135082882,73259.5309981091,83107.0476588412,86813.0045310005,80278.6598767033,71101.0626240472,66899.0714520977,65166.8493386704,78844.320421984,83691.4417836888,92258.0486091275,57935.634773727,84635.9314299852,85404.7168817247,38947.7947652434,36751.6925105452,35552.7344954719,49424.8583765222,46236.6302061047,57793.8932987688,32821.7984824351,52406.6275890889,62652.6225617497
1827,gi|154813199,poly [ADP-ribose] polymerase 14 [Homo sapiens],15385.3562361215,8212.20378749841,19583.3579822108,21904.1169116296,43972.6893187093,5340.80410863511,24496.3434901425,24043.1458765848,24848.7757979718,12899.0857080363,10159.7757456946,4072.73786470176,64844.5268724365,11385.1109170585,3200.4826659632,30252.6283567573,36635.0629311457,16729.0511251477,7819.11858524174,18414.0415081112,18486.2950213121,24495.5145045349,3778.39094993373,11576.4764137889,15690.8939068452,7357.57191410469,5403.92767069337,10410.5983209782,4067.02125711897,14826.3938136883,3521.4986019623,11414.3769173712,7610.16227885788,19213.8420402413,2542.54913018926,10094.0368713956,10850.2407082358,18171.6390279381,27862.4483577128,7021.77078608653,13148.3837630008,8553.41381005006,18482.4324854258,3643.50937879389,5426.82581577672,4546.19013072427,10014.3070721444,7737.04482966942,8086.90618678867,5192.47571917906,11641.361489131,19220.566088036,5796.50054587184,23962.5704630693,12471.4077427069,2384.4142336058,10754.2347311442,7899.26785854058
1828,gi|154146218,protein EFR3 homolog A [Homo sapiens],18478.1398039892,21263.1917923763,22699.9416036452,7245.85235653782,4717.80462545772,3433.85050637306,3817.94871357709,17930.0296054988,5614.82103719006,13010.1097658947,17415.1086411112,3554.95347898102,5014.78213437678,13585.2938717969,7329.26151497988,16254.468014091,11766.2618032056,74421.4862763202,16666.9625933691,2682.35550496794,10340.274948366,11096.1463176615,17596.2117290139,8473.60325906169,21125.6073344137,41392.7000027165,18991.5476788806,15377.9609058824,99953.4821539639,19741.0017524896,94609.9837646122,17450.4471958351,6337.88654210478,23515.7398827849,30543.5299831536,25404.1205980818,25470.2377769408,146246.67595466,10175.4977080288,32833.5193781936,20625.9278650214,9883.99596665798,10935.1806969725,10548.823050823,10702.3732249264,14128.3720076351,19017.9975942166,39565.6706424435,7835.98660714681,18018.9590493075,8401.44589370323,8736.67224079654,37415.6147237958,10180.6372819662,26231.1836737372,9263.75502279647,25643.0594292975,17664.8520568656
1829,gi|4507873,prefoldin subunit 3 [Homo sapiens],138913.718806725,102883.856348272,74444.9869349073,153709.432186789,91835.6264465946,76076.0911120189,221877.983945421,42604.9299883476,76789.2960588624,235837.766372787,85493.4938956778,76024.9945317217,46201.3769852391,107497.473717667,48609.2141864192,316270.433928935,119529.612553808,53393.8522401905,44911.1218078482,102734.459414471,44701.4679889218,268382.027101802,62025.3971541448,178826.866625139,209161.571106499,126228.507268934,59133.58448202,60312.6327795855,139267.108534304,107874.45866417,93661.4048607205,274969.298887486,43111.9551563018,174433.288554836,83245.4646483326,105767.86385106,70125.9362495219,65009.351066171,90297.7125740821,63202.7852629193,54672.0699013327,178526.682987952,34334.8986970973,134131.048963756,39213.3209545997,81174.4494318768,150538.516680065,191913.296504496,86124.5435982769,48112.4864791956,124301.251266976,74038.1880111177,102795.646845201,66723.5036670031,106765.013218415,288293.114409163,163505.718147524,125234.183350579
1830,gi|157738645,plexin-A4 isoform 1 precursor [Homo sapiens],879.454145803416,5227.10595806873,2333.84510582718,644.160812053152,2117.64098372591,895.931429977961,1459.43843886176,388.406279846649,1677.81116826972,3827.69833608272,2896.38493428669,799.157913681815,2454.63821827305,3261.36901932681,1423.92642879256,5782.95460434332,1025.65013221264,5667.23854803193,9399.84982989786,575.320728302406,4848.89403241222,2143.91182084807,24683.1997366026,2133.38490160922,691.545875603838,11156.1870938198,11434.5772927263,11478.3974762122,7202.44711093982,2056.82475432761,6769.49297797752,5882.34924115099,50466.9517287759,2975.04578142289,13919.2034596199,2308.86328190979,13271.4888847797,4747.21352802853,2358.82450748676,2196.85675344598,9073.72581175666,4335.82580116267,14587.2194349513,8394.93686423663,12763.3334414648,15128.9023764469,14715.2716123517,19576.9514182815,17416.0464224774,5844.15717096213,8318.78053138785,14921.2817640236,10038.5400055194,12024.2914425475,9904.58025449405,5634.35915490195,4355.86118925203,4326.16475482882
1831,gi|6466466,ran-binding protein 3 isoform RANBP3-d [Homo sapiens],50925.2645038237,71569.8742270906,54059.6626919178,71342.2862012464,83331.3603269727,62698.5398906706,20918.8202189225,33744.1896905337,34122.2005129533,61411.8313246134,58792.7992960614,49285.6206313099,24174.7991109382,25609.234121023,25587.1875731233,155141.279544632,123350.68643109,47751.0102737735,47775.3937574348,64073.1934240451,68749.0827296436,51935.0490011215,70477.6898214991,64630.0850499492,67205.9934195506,35050.4007886483,24903.8158737002,26156.1311081934,80473.4541303056,31181.1680135488,17179.4323128704,29485.3922826718,28128.2826299062,40319.5306774537,22061.139426467,38275.2864321517,20505.7547962361,9843.0928815275,31455.7566110055,20917.1104930879,26182.250554192,35235.9681737781,26422.7484706742,44871.965172611,49573.4976287945,48140.2973626132,45270.6783689193,21436.4139477909,34160.2402478211,43674.3926875716,38588.6637853109,35407.8671438918,32485.8194115268,38372.768898973,24255.3485982819,22668.6854041357,15150.7105844788,42659.5130769194
1832,gi|4759158,small nuclear ribonucleoprotein Sm D2 isoform 1 [Homo sapiens],198329.31956453,532109.284327396,450399.290982766,216044.479257679,166455.887904995,165598.352288946,99937.1336802181,105854.3222949,133551.442278841,123828.580874675,123292.846307692,164372.175347452,129608.394023109,128617.556289027,147834.447886686,124837.233526328,559533.778905093,243521.783220734,147819.608172301,194009.587220026,220684.404545776,226377.460074036,98528.9661935939,114677.557900187,95557.3618066742,183428.352863453,258745.863063582,277451.075809861,485066.784666736,443602.105632214,438338.823031397,175718.681843203,97852.1478029523,96758.7584249694,65574.4514123749,44652.3335654885,71880.5836902506,146762.953439741,138565.638926756,115825.988936084,167511.169078486,142185.303057879,156841.810433775,351436.643430626,394317.357307053,359832.108541671,204785.30293298,227358.303538863,216821.488085208,226101.446902758,252696.567298055,224725.577351326,478689.045252065,473590.210289056,490493.672954757,52599.7609585592,58718.5386242016,54987.5555433488
1833,gi|122937227,U2 snRNP-associated SURP motif-containing protein [Homo sapiens],42880.0630670417,42810.3946054449,10563.3786521334,31031.1193538991,4639.52892023769,47042.313349019,27687.3448531428,34033.5331216829,30452.7379153739,19204.0242605991,32977.3905623224,21780.9539220987,29502.0012915079,30875.5698944997,30323.6970636008,40167.0388078939,134143.946176691,19857.7710254022,17236.2952070439,49446.8003719186,46430.839261377,40605.3421598842,20830.3053881648,21743.6023608028,45337.4289540945,21616.6328727385,9073.31519313368,17020.8529417864,18972.384180384,17653.8765841403,23664.584465637,18419.3774120762,39595.8865482115,19742.6102934774,13862.7627821217,11810.4993219732,7712.09111757073,32571.0008270189,21191.1776804019,18414.0645809467,6668.10397266964,22205.6484114957,12412.6484885456,33067.8464816537,41437.7691659637,8618.58126553012,18041.3059785848,16137.9839681682,19356.0227882889,19353.9211269969,34044.3969729455,22940.4003151764,17235.5731525662,17196.5372687235,40136.6726471709,13971.5782951357,5228.88092269315,19214.4119521522
1834,gi|257900476,transforming growth factor beta-1-induced transcript 1 protein isoform 2 [Homo sapiens],126902.81188562,272300.77002503,125228.685325127,299280.193623799,307652.613033729,332840.620473739,407697.064057214,390996.235611342,498412.926933932,432232.580410829,373460.978498601,342681.55085958,498853.142403743,630945.391649618,566866.075828055,525815.707242189,84541.0912628723,160326.705142802,128779.053893661,220763.66135775,143577.039030598,102170.6307198,129357.507013831,143374.41255488,128634.435099575,274703.873462844,286001.924856195,263238.377611648,385823.648876341,325430.402203025,338727.159046297,301582.01029924,263820.677639326,241143.746449825,432089.054666688,427237.489491256,487313.91063753,537482.000126511,348247.850194582,545624.478758846,488229.072328314,468665.28100467,445169.368974462,212216.680451245,285500.074444313,203548.280649883,208148.610859813,333173.488920008,303963.219011424,192044.8139827,236417.750731193,301034.540240228,149170.159845963,156576.471867938,246923.620788528,433498.114251466,388016.994111644,481901.889662734
1835,gi|284795266,signal recognition particle receptor subunit beta [Homo sapiens],140466.881814516,108719.680288692,55292.2647784169,339264.07709255,331387.379878605,345883.151122007,133498.919029051,139860.55183734,145878.402925332,110069.425382491,128203.777828155,113434.908451126,121704.165356199,126038.201636961,142916.103302795,247037.675489165,133646.673942426,100632.019502107,113935.038655779,145862.710387284,146046.937857886,149196.472590252,86189.8111863719,109095.935948882,137638.260431369,99223.8497427929,104962.949771186,104181.730197053,91979.1779008721,103390.293679779,96880.8616209218,194607.359417051,106514.301025146,98294.2335437276,76872.727387424,153009.289561406,82934.925889789,97066.829266716,143730.750926271,111241.188707695,78893.442779014,189656.680753876,51209.4054001176,111578.997538189,121167.667167996,90005.7223404316,235525.555252207,112725.056633894,102043.873148524,85709.1175800614,93810.5921783134,94976.0743160398,105133.582551684,131419.774261366,104299.190141758,67815.7448352215,72841.6109205036,85439.2475579725
1836,gi|23397666,paired amphipathic helix protein Sin3a [Homo sapiens],213494.818206958,130397.960592623,9043.0760135504,13318.9074610651,23461.2595333576,123962.579034957,11949.7205495787,17137.4817255792,166118.528127071,160436.852297635,20959.0690664678,10113.9389704664,84249.628952847,192490.093369482,37016.7706629055,61915.1995574926,84795.5065352033,72413.351826,54348.5248719534,27138.9899034149,54000.5952655257,26997.4848935469,20718.7679699467,24043.3576167131,32206.9093385213,17641.4797865345,26057.4882012785,24627.6806346361,37071.6742613082,38789.3110389302,31276.7836982801,43639.5021275816,28033.5404493014,56714.9401757827,70538.9271922328,35509.930546305,40558.7185576678,26044.962682651,35851.1403679529,25304.5699721879,55029.1891321751,23505.2423533877,68583.4074543475,24165.5614986758,27809.6720123262,33312.486212314,59374.7156919548,38241.325606803,13367.5307235539,53898.8250517939,27092.8088231156,72068.3210311021,19020.5337353526,33300.8380946233,18708.0476074748,5490.10271356644,30872.148337102,25813.0310117101
1837,gi|31317309,phosphatidylinositol 4-phosphate 5-kinase type-1 gamma isoform 2 [Homo sapiens],11324.6389820077,13164.2892676018,18595.0771134756,10363.2173161419,7058.81821896764,4180.12994254417,7550.17992308223,23156.4804552273,5435.76819039745,5985.68193777026,38986.3629342422,15089.8202866555,3922.03189641772,9412.44174236775,14417.4473049807,63202.7868192253,16806.3418697136,26264.1606013121,10595.5176431938,9600.02760217591,14723.7729145804,6408.04891227509,8754.99489327882,10776.6821371898,9318.40918471991,4552.50454229532,3171.70825452073,14029.2573249242,12487.2820845097,11404.8351344754,33676.0079589731,23757.0303230353,18842.2082885427,20824.0448217117,41084.1927912672,6818.84212271105,10067.291534268,22784.6322775478,13252.7357537991,8186.9596805824,21134.9017685116,31193.3968925904,7734.02648696196,24040.5196607918,38251.2629694652,23074.3364546397,30788.0244250929,33426.9336774905,22923.4853371142,3041.85504009135,6813.26718232631,17930.8309650812,11425.6324663423,22800.7485814453,22011.9538902121,10955.7934376004,13043.5627590576,18197.9071026758
1838,gi|21362062,protein LZIC [Homo sapiens],216013.571184863,145033.281185274,202370.635102942,133739.15101572,137351.188497103,113509.307917461,159581.752654095,213198.611798352,252120.363595975,113036.258913112,147790.795878186,119958.252219824,257952.673832526,135583.545685996,270243.468101739,433266.083789017,193427.024463486,182358.155189739,78298.0216391321,210964.01463823,149187.503414602,125864.873565566,200828.052492706,735582.415342248,266539.811905017,98263.3247910768,145427.398866807,90266.9584558959,94046.6752767843,142693.710142066,238505.440443906,140359.405145116,152344.391512489,245807.595707721,190544.143593737,239133.646930872,195014.208213802,102586.222964933,149276.082709201,123616.781910679,172520.859969799,97445.13035653,68007.5815522538,146888.354386769,148736.392501916,176162.216572703,112914.712699979,156088.243606458,92509.6844631727,153648.206299951,132114.020011758,99414.2985158023,141339.268990506,113798.832804656,105516.133348871,224657.057784623,198094.578412756,237552.228487474
1839,gi|375493534,"casein kinase 2, alpha 1 polypeptide-like [Homo sapiens]",68951.3205939436,86042.8509788233,40873.4128145564,114517.578189688,140343.552734962,75510.8854553986,164092.045557773,108956.922668721,78189.9982636593,89128.2978007702,104379.30812311,88834.8947847288,41566.6472512695,126351.818137495,236815.172482144,283538.276945845,27415.0056773713,65877.4826505052,88673.4609612015,131545.333395871,57682.053218096,81634.1870981335,40379.2105206775,138373.362335452,70992.5300040282,98611.127642323,52225.3072964491,92010.6854282033,100041.599715385,111848.857903767,115507.774087627,118811.606060466,126641.978515628,153260.356773477,87699.5328213885,42063.6166489625,88738.865781175,38438.9741027522,74581.9147031976,90313.3865144284,91366.8897955854,84905.7873780574,87324.5940546935,102681.235664619,102821.057079366,65857.0502253918,61715.7604697858,74906.5912179784,100246.152743373,106964.692885657,91768.8829250974,60053.8320578158,97455.5446510177,56720.3299779743,123607.84070899,58154.2938530925,67432.1347498374,49873.2013971291
1840,gi|4503453,endothelial differentiation-related factor 1 isoform alpha [Homo sapiens],85867.4320721538,53547.0845096175,89433.0573180121,40378.0841299111,46230.6043820064,44356.1553475472,46708.1972693784,50778.6197896777,40077.1870530439,58256.5260438339,54807.9485135129,55669.6666272988,12639.181731262,24022.9672514647,18880.6335316965,154651.550930306,26395.9821102091,105701.268513985,94543.0621249867,84771.9048008704,74212.1406988717,69289.5216012619,14549.3746443118,9261.16637850794,56073.4329496735,42760.4639728444,39435.0894080097,43345.3306520198,88148.7500752629,80953.5219774529,82518.5399592831,83329.8409931669,79146.3359411005,76807.6598759327,40983.008854778,37186.3800636407,44354.5619301958,63910.1239466544,75754.041222612,57721.335881346,66358.9519821466,60458.8231032648,60126.4632533487,68829.746694743,77777.3084410172,74877.3445266097,49377.8174004694,52895.7382422166,57287.9569788944,62791.2586325688,61516.8461140101,65021.2167875503,74491.894231195,77131.1774323075,74737.6293401889,56813.690349541,87920.8572277007,62718.1464833939
1841,gi|311771714,eukaryotic translation initiation factor 4 gamma 3 isoform 1 [Homo sapiens],49339.3304647428,58154.3024064908,712495.594293753,64401.0488163424,67983.1042353882,66647.1156047133,207341.650793735,214825.663554223,238613.778008915,18873.8684687362,5369.15272848762,62788.7679676061,106009.956267579,148062.020523334,99115.6281410419,50793.3730314394,4200.3728406689,42682.6744084949,43906.506159189,54213.7032828941,53457.1683938524,210463.165525786,714419.902962367,164075.034976404,166009.908877286,54266.4529965057,35899.229317312,42164.7661237051,19297.7593061313,60308.3431212836,55968.5342395392,37262.4299746861,48345.5823735422,125786.687178857,55227.8761438714,44431.3077724637,46658.5395277799,700233.84278875,84463.6238241726,90671.6682076021,54772.1328235934,48326.4596505069,32978.2194147926,35461.9812976007,33777.0733777137,32464.4055380511,141515.131349023,63659.6983043237,55581.3672396687,68307.7216546861,65665.9299420757,69964.140808226,33279.4291276978,81172.3086586327,77882.4519408667,94334.7612990479,32419.7112543552,854015.281031488
1842,gi|4505881,plasminogen isoform 1 precursor [Homo sapiens],36178.4273933227,23251.2301001971,29647.0522684284,23895.0816175163,27575.6738762435,17339.6917402479,43436.9767107547,48290.6112179029,43972.7512071665,28170.7326048034,95103.9370182691,82188.2644183074,30905.2290389305,47179.6416159552,145172.836490032,127890.938790755,37235.3231566515,79662.5200661705,56219.9704633965,19025.6533050913,153589.29148744,154485.21126982,36905.8208538874,42055.6512978886,86784.3334294411,123190.980070883,118561.062115715,144776.077890279,63807.6121763125,50723.8466925834,54959.7456677763,81718.0433637693,139657.766456911,35209.3431556057,62489.7100407571,75292.0524308295,66433.3322731654,53265.9354034455,32748.327074298,55938.2228192934,42456.0146958228,111206.704449251,37847.777952303,42565.8679556457,98741.0967256459,124064.188922831,82326.9198770985,119037.674031182,38082.9656359366,72633.6377993442,51409.8556907829,62944.9102263536,48620.115394723,31826.0347391842,59431.2359506824,150227.42999039,42711.2360552365,14499.26182916
1843,gi|120952851,WASH complex subunit strumpellin [Homo sapiens],399472.572744883,388664.826058024,91190.2195897059,131164.068802243,178405.677139277,193895.325428594,146458.100095979,93015.3205571099,67388.5003037652,100519.476866031,122677.275058151,95323.9243168448,40384.0142337271,136534.039270828,136522.863197732,107875.656139017,68025.1469145716,83643.2163580717,227866.747660003,114093.038500532,135102.128305958,94971.7767613047,61368.8615254573,18613.9407056718,115191.131586233,72979.8948638617,206615.369656265,205861.573300675,97861.5561151381,277359.667191055,278286.352620572,141223.962847116,53445.6156502523,77218.4726162661,118169.935619872,22430.779851356,56787.2056922289,144715.074269983,157720.640864382,161778.731983701,181236.90371997,66341.9980992992,63162.5047613091,63234.3823532832,77181.1477808429,68708.7720193899,164108.035137841,183264.90959504,216488.657257506,136065.499811443,150226.574271485,122453.592950412,154501.785170166,114969.738547509,136701.87424886,198374.209449875,99321.3643924468,115819.233396052
1844,gi|281182700,WASH complex subunit FAM21C isoform 3 [Homo sapiens],19185.9097458523,16922.5174248238,36116.2378341726,21289.3995722551,25415.7415257435,24353.4926515861,21578.8650634147,30010.0641818914,25240.3637464265,12477.3721635564,20028.428258417,15736.2666573007,25814.2318157912,19205.4058002259,36895.8429858594,13326.7082189801,49187.9280096222,24928.4154957025,18982.3401930797,33485.0120427988,39820.8459443395,40225.5103932681,6357.90414598997,17758.4149864072,23456.0740670496,34912.0132923265,26585.5879873895,34836.1896547739,24618.8865303015,20946.823092688,13080.2462159656,25507.2387790716,30170.8654016571,37692.9237658494,16684.712750853,9767.25190705032,15521.1579750183,35344.0634324977,38688.0910083924,35423.72978551,20435.8006978139,23697.8675179882,43040.9085300928,36282.2667529067,37663.9599259444,43780.244704075,41656.7695702257,26011.0980146184,28492.9135511933,38756.4657219246,23665.6279544356,48129.6921082352,32630.5824646967,21081.3739366578,17963.6186119553,25791.8628306199,7186.99394924087,15978.7579725704
1845,gi|24307907,glia-derived nexin isoform a precursor [Homo sapiens],32703.8946112945,29580.9976397198,48229.6616159471,62289.3684072982,50230.7009734114,39916.7890882042,51729.8985489598,36936.1489330934,108898.298181559,38454.5938197833,33829.5407704828,22387.9396630142,15481.3049054937,48310.7937799631,40167.0553776908,71095.249296811,11228.6901699965,31518.2623841594,33990.1698244028,10551.3500806281,18992.6483002239,32782.1224734504,15185.4906768646,3640.97525165226,13993.2910333271,99468.6469877555,77288.8718966017,91380.5019482257,9681.01617116081,93386.3316834189,52520.3455802993,27620.0406924838,29129.3361184321,45821.655961794,38180.6256158037,32000.033872549,65174.3259110151,45859.8780108023,44107.84602931,40086.1224664913,45926.0242804322,57007.7271486045,44888.0926245358,68674.1828589674,81111.0860435915,71634.8578273024,75696.6594282951,75538.6212345953,294807.971441952,28532.3843365241,23458.206347864,25960.6487492565,56408.986380176,32893.3099409089,55486.5013603815,32418.9646949607,55671.6630236893,41812.1628393809
1846,gi|42741648,15 kDa selenoprotein isoform 1 precursor [Homo sapiens],8515.3366882106,39947.2999873413,1882.10284215628,1248.20624783523,11574.494056912,6662.08366914354,24878.1731233747,11849.0667525778,27239.6844364032,29080.5761619766,8490.94507952467,29507.2614123474,11503.7793926859,8187.06819378113,39247.1848116635,3618.61843967715,4392.7346313926,2639.18882408431,19852.4768182164,33402.3280823708,32273.1304675438,35371.7902274214,26349.4010510833,22169.7759387233,23656.4021691298,5292.45571607362,6836.25389363765,9692.34507502365,2375.60008788962,9686.59366696482,844.126187523495,24736.505226967,22343.1624248839,24359.8703804771,27794.2138774872,25768.5593611019,11408.0260527879,20863.1209628938,23933.5599615609,3944.50650272585,27161.5266294239,8831.10470347981,20322.8437116258,6365.9048074518,2009.99586700666,9035.2010814266,9881.31446504973,16457.3397491906,6988.52776396508,8404.59570458573,3540.35594366312,1197.12296320499,553.572450493644,4703.4388415748,9750.72173398001,18346.1964835686,4011.9993421301,13804.5262935069
1847,gi|341916267,PREDICTED: baculoviral IAP repeat-containing protein 1 isoform 3 [Homo sapiens],22625.994412184,44968.7665970186,35044.4019484961,13427.1691006081,9439.30294360187,58696.1664325458,78571.5813937851,80852.1187001252,48843.9553499755,51586.6805708352,13944.7746985364,50067.5889191099,14394.5993319471,61622.6295074024,59228.6428098477,74759.4939163095,20229.3436412014,30005.9045313108,78852.5134663123,29409.6507752792,27590.2325399889,10062.961995583,28737.1097825648,30277.0416273835,34540.1725709508,78719.8286328542,47504.0768361083,78694.4893304749,30294.8675857277,22543.5922322513,22624.164118932,111898.670248684,62193.1935511654,109434.128928999,15908.1396014054,88039.2453782474,83867.5067236389,37015.1456095605,22926.9167968504,58682.6947499111,22929.0171248004,103587.248631342,108318.49770985,35029.8039877036,35813.4789882408,40313.8967504622,20783.4867976594,20121.1200875662,20413.2752686852,45344.923020331,50499.3440664718,64657.1290710429,17861.0487703111,28273.6715692734,32153.3404730068,25220.0137359154,49182.2272265617,15551.9416308177
1848,gi|28178821,"isocitrate dehydrogenase [NAD] subunit beta, mitochondrial isoform a precursor [Homo sapiens]",49979.9095390247,97100.9489557461,119692.034995978,123939.810673954,140539.795481831,77411.2856894386,151391.498443008,137096.910020357,125820.129748991,75210.8054077765,88539.3904361687,77115.0038767956,381677.316739451,373886.187337505,359665.126473876,349707.813895377,192716.782711478,53661.3562864223,108622.690200357,172632.856210744,192554.16720532,105538.984885587,75107.4748851663,46967.5640976016,116800.828334492,91899.9667590411,107839.207135798,87985.9682283664,113216.322494718,129319.828940064,118593.078365081,79407.2076018506,31127.0123912779,64225.6911936703,58916.885173633,77714.3684067852,45606.0711205687,137336.233488218,112797.973373624,125334.18144329,46988.1761676735,74368.2830274728,70278.5384530642,83432.6655185705,86114.8956697332,81923.3248800642,44598.2009910076,60937.7737092326,51988.9087142436,71155.2317843747,49378.0766316453,71656.8283170642,90012.5018679254,49080.0847182464,82271.7680199453,25677.7275304987,62449.3936824019,72006.1213503384
1849,gi|5174529,S-adenosylmethionine synthase isoform type-2 [Homo sapiens],156954.427077003,171573.860659669,130869.358832295,142775.023640006,136014.960475517,123138.974038917,85445.5303640713,108951.752050142,103799.556639469,89698.5401727916,89182.8802583381,93755.4859993455,83846.4759461922,16280.5106586049,25841.588386859,47608.6188182542,24833.2324598896,79047.4580570291,93732.3906704753,137707.559486252,136430.969562585,139835.886390185,45481.734553325,37498.4940612741,46433.1524070935,89377.0571288331,90063.3528343306,94260.6276953632,145756.552004857,157846.099837847,162094.335085183,61080.1542381151,58788.0247959095,44666.1314508622,67984.8304298202,21572.0751974704,20755.5327440772,91517.8816202684,98418.3713882827,92802.2960004818,69572.9647698187,82250.7274654942,80352.6741084557,155369.366864234,157586.684209749,156610.281004376,92928.0273259356,98386.8268410733,88827.3075786821,79065.6496524904,95123.7164700538,98398.789446122,159884.820415062,125422.156505699,134978.487984419,93813.0078967962,92699.8987853594,82342.938351516
1850,gi|29029550,adenosine deaminase CECR1 isoform a precursor [Homo sapiens],87532.7876062147,102639.598968173,86047.2490805541,42630.591921924,69372.0522656477,73484.0047210132,94176.8538772345,69649.3780844594,144494.067762327,66317.16836109,69039.6791946029,88639.7048002738,240998.815603136,81272.6955489259,39279.711687281,101811.718495283,217187.288229869,58829.8304500282,88232.0189131344,137788.355015015,95675.5417655885,107391.691309126,83423.9701264858,80191.9694380176,147007.698298098,114540.875670446,115321.01047517,96892.3206310331,132455.612712634,155922.83277498,172744.98415962,75444.765855731,83846.1549994952,135828.076709193,26548.4827787593,59278.876343935,40503.640716845,84941.107149743,100967.292477713,115042.861728993,52877.7306648731,57121.7036306667,60813.2050229723,70978.0073888397,114072.797009462,113321.11386419,74430.6833208876,68512.0846142308,76236.3919266305,125731.978680725,90021.9467876963,166773.670053352,71057.6939445637,87088.3136670486,69857.0603138529,72031.145099376,82662.9844383894,73846.208737307
1851,gi|56090139,protein TFG isoform 1 [Homo sapiens],146720.721458249,87236.1015936065,136802.601480941,124914.719407086,160366.791482919,146712.97594319,30925.4283942087,116236.549578035,140687.334695989,61797.8459361967,116090.555371246,192631.333067063,116062.803143029,223241.920227371,110270.894134047,194448.658157551,98644.884833699,128681.208417296,149160.604576854,155318.18481756,209603.037405147,148914.006048187,135102.598334572,174743.191104057,156643.42664299,85958.0787029824,181739.497701,209127.058579185,83571.5025292326,120865.127998344,79423.2473815173,46324.1543275997,129013.162242338,109819.538981476,86440.0111808228,57930.765308248,111018.875941935,145229.275909734,110666.764340348,97317.7565519812,94352.0098660418,49654.9624440043,125907.444645598,150913.106390829,145454.812678716,100403.689351491,109774.065319908,192598.596096188,76147.8703707349,121633.822272889,112786.280791118,128198.681767344,88964.9722791541,77686.9137285905,92490.8925122142,159067.299120618,175267.43041578,177365.857444822
